class,bruises,odor,spore-print-color,population,habitat,mushroomID,capID,gillID,stalkID,veilID
e,t,n,k,y,d,exfgtnfcbwtbsswgpwopkyd,xfg,fcbw,tbsswg,pwop
e,f,n,n,s,g,exsgfnfwbktesswwpwoensg,xsg,fwbk,tessww,pwoe
e,t,n,k,y,d,exyetnfcbutbsspgpwopkyd,xye,fcbu,tbsspg,pwop
e,t,n,k,y,d,effgtnfcbptbsspgpwopkyd,ffg,fcbp,tbsspg,pwop
e,t,n,n,v,d,exyetnfcbntbssgwpwopnvd,xye,fcbn,tbssgw,pwop
e,t,n,k,v,d,effgtnfcbntbssgppwopkvd,ffg,fcbn,tbssgp,pwop
e,t,n,k,y,d,exfgtnfcbutbsswppwopkyd,xfg,fcbu,tbsswp,pwop
e,t,n,n,v,d,exfgtnfcbntbsspppwopnvd,xfg,fcbn,tbsspp,pwop
e,t,n,n,y,d,effgtnfcbptbsswppwopnyd,ffg,fcbp,tbsswp,pwop
e,f,n,n,a,g,exswfnfwbptesfwwpwoenag,xsw,fwbp,tesfww,pwoe
e,t,n,n,y,d,exfntnfcbwtbssgwpwopnyd,xfn,fcbw,tbssgw,pwop
e,t,n,k,v,d,effntnfcbwtbsspppwopkvd,ffn,fcbw,tbsspp,pwop
e,t,n,k,y,d,effgtnfcbptbssggpwopkyd,ffg,fcbp,tbssgg,pwop
e,t,n,k,y,d,exygtnfcbwtbsswwpwopkyd,xyg,fcbw,tbssww,pwop
e,t,n,n,v,d,exfetnfcbutbsswwpwopnvd,xfe,fcbu,tbssww,pwop
e,t,n,k,v,d,exyetnfcbutbssgppwopkvd,xye,fcbu,tbssgp,pwop
e,t,n,k,y,d,exfntnfcbwtbssgppwopkyd,xfn,fcbw,tbssgp,pwop
e,t,n,k,y,d,efygtnfcbwtbsswwpwopkyd,fyg,fcbw,tbssww,pwop
e,t,n,n,v,d,exygtnfcbwtbsspppwopnvd,xyg,fcbw,tbsspp,pwop
p,f,c,n,s,d,pxspfcfwngebsswwpwopnsd,xsp,fwng,ebssww,pwop
e,t,n,n,y,d,exyntnfcbptbssgppwopnyd,xyn,fcbp,tbssgp,pwop
e,t,n,k,v,d,effgtnfcbntbsspwpwopkvd,ffg,fcbn,tbsspw,pwop
e,t,n,k,y,d,exyetnfcbptbsswppwopkyd,xye,fcbp,tbsswp,pwop
e,t,n,n,v,d,effntnfcbptbsspwpwopnvd,ffn,fcbp,tbsspw,pwop
e,t,n,n,v,d,exyntnfcbwtbsswgpwopnvd,xyn,fcbw,tbsswg,pwop
e,t,n,n,y,d,exfgtnfcbwtbssgwpwopnyd,xfg,fcbw,tbssgw,pwop
e,t,n,n,v,d,effntnfcbptbssgwpwopnvd,ffn,fcbp,tbssgw,pwop
e,t,n,k,v,d,exyntnfcbntbsspwpwopkvd,xyn,fcbn,tbsspw,pwop
e,t,n,k,v,d,exyntnfcbwtbsspwpwopkvd,xyn,fcbw,tbsspw,pwop
e,t,n,n,v,d,exfetnfcbwtbsspwpwopnvd,xfe,fcbw,tbsspw,pwop
e,t,n,k,v,d,effgtnfcbptbsswppwopkvd,ffg,fcbp,tbsswp,pwop
e,t,n,n,v,d,exyetnfcbntbsswwpwopnvd,xye,fcbn,tbssww,pwop
e,t,n,n,v,d,exyetnfcbutbssggpwopnvd,xye,fcbu,tbssgg,pwop
e,t,n,n,y,d,effntnfcbwtbsspgpwopnyd,ffn,fcbw,tbsspg,pwop
e,t,n,k,v,d,exfetnfcbptbsswppwopkvd,xfe,fcbp,tbsswp,pwop
e,t,n,n,y,d,exfetnfcbntbsspppwopnyd,xfe,fcbn,tbsspp,pwop
e,f,n,n,s,g,exfwfnfwbkteffwwpwoensg,xfw,fwbk,teffww,pwoe
e,t,n,k,y,d,exygtnfcbptbssggpwopkyd,xyg,fcbp,tbssgg,pwop
e,t,n,k,v,d,exfetnfcbptbssgwpwopkvd,xfe,fcbp,tbssgw,pwop
e,t,n,n,v,d,exygtnfcbptbsspwpwopnvd,xyg,fcbp,tbsspw,pwop
e,t,n,k,v,d,exfetnfcbwtbsswppwopkvd,xfe,fcbw,tbsswp,pwop
e,t,n,n,y,d,exfgtnfcbptbsswwpwopnyd,xfg,fcbp,tbssww,pwop
e,t,n,n,v,d,efyetnfcbptbsswgpwopnvd,fye,fcbp,tbsswg,pwop
e,t,n,k,v,d,efygtnfcbptbsspgpwopkvd,fyg,fcbp,tbsspg,pwop
e,t,n,k,y,d,exyetnfcbptbsspwpwopkyd,xye,fcbp,tbsspw,pwop
e,t,n,n,y,d,exygtnfcbptbsswgpwopnyd,xyg,fcbp,tbsswg,pwop
e,f,n,k,s,g,effgfnfwbhtesfwwpwoeksg,ffg,fwbh,tesfww,pwoe
p,f,f,h,y,p,pxfgfffcbgebkkbppwolhyp,xfg,fcbg,ebkkbp,pwol
e,t,n,k,y,d,exfetnfcbptbssgwpwopkyd,xfe,fcbp,tbssgw,pwop
e,t,n,n,y,d,exyetnfcbwtbsswgpwopnyd,xye,fcbw,tbsswg,pwop
p,t,p,k,v,g,pfswtpfcnweesswwpwopkvg,fsw,fcnw,eessww,pwop
e,t,n,k,y,d,efyntnfcbutbsswwpwopkyd,fyn,fcbu,tbssww,pwop
e,t,n,n,y,d,exfetnfcbntbsspwpwopnyd,xfe,fcbn,tbsspw,pwop
e,t,n,k,v,d,exyetnfcbntbsspgpwopkvd,xye,fcbn,tbsspg,pwop
e,t,n,k,v,d,exfgtnfcbntbssgwpwopkvd,xfg,fcbn,tbssgw,pwop
e,t,n,n,v,d,exygtnfcbptbssgppwopnvd,xyg,fcbp,tbssgp,pwop
e,f,n,n,a,g,exfgfnfwbnteffwwpwoenag,xfg,fwbn,teffww,pwoe
e,t,n,n,y,d,exfntnfcbutbssgwpwopnyd,xfn,fcbu,tbssgw,pwop
e,t,n,k,y,d,effetnfcbntbssgwpwopkyd,ffe,fcbn,tbssgw,pwop
e,t,n,n,y,d,exygtnfcbutbssggpwopnyd,xyg,fcbu,tbssgg,pwop
e,t,n,k,y,d,effntnfcbwtbssgppwopkyd,ffn,fcbw,tbssgp,pwop
e,f,n,n,s,g,effgfnfwbhteffwwpwoensg,ffg,fwbh,teffww,pwoe
e,t,n,n,v,d,effgtnfcbptbsspwpwopnvd,ffg,fcbp,tbsspw,pwop
e,t,n,k,v,d,exyntnfcbwtbsswwpwopkvd,xyn,fcbw,tbssww,pwop
e,t,n,k,y,d,effgtnfcbptbsspppwopkyd,ffg,fcbp,tbsspp,pwop
e,t,n,n,y,d,efyntnfcbutbsswwpwopnyd,fyn,fcbu,tbssww,pwop
e,t,n,n,v,d,exfgtnfcbwtbsspgpwopnvd,xfg,fcbw,tbsspg,pwop
e,t,n,n,v,d,exyetnfcbutbsspwpwopnvd,xye,fcbu,tbsspw,pwop
e,t,n,n,v,d,exyntnfcbntbsspppwopnvd,xyn,fcbn,tbsspp,pwop
e,f,n,n,a,g,efsgfnfwbntefswwpwoenag,fsg,fwbn,tefsww,pwoe
e,t,n,k,y,d,exfntnfcbwtbsswppwopkyd,xfn,fcbw,tbsswp,pwop
e,t,n,k,y,d,effntnfcbntbsswgpwopkyd,ffn,fcbn,tbsswg,pwop
e,t,n,n,y,d,exyetnfcbwtbsspppwopnyd,xye,fcbw,tbsspp,pwop
e,t,n,k,y,d,exyetnfcbwtbsspgpwopkyd,xye,fcbw,tbsspg,pwop
e,t,n,k,y,d,exyntnfcbntbsspwpwopkyd,xyn,fcbn,tbsspw,pwop
e,f,n,k,a,g,efswfnfwbhtesfwwpwoekag,fsw,fwbh,tesfww,pwoe
e,t,n,n,v,d,exyntnfcbptbssggpwopnvd,xyn,fcbp,tbssgg,pwop
e,t,n,k,y,d,exyetnfcbptbsswwpwopkyd,xye,fcbp,tbssww,pwop
e,t,n,n,v,d,exfgtnfcbptbsspgpwopnvd,xfg,fcbp,tbsspg,pwop
e,t,n,n,v,d,effgtnfcbntbsspwpwopnvd,ffg,fcbn,tbsspw,pwop
e,f,n,k,s,g,effnfnfwbntesfwwpwoeksg,ffn,fwbn,tesfww,pwoe
e,t,n,k,v,d,effgtnfcbntbsswppwopkvd,ffg,fcbn,tbsswp,pwop
e,t,n,k,y,d,exyetnfcbutbssgwpwopkyd,xye,fcbu,tbssgw,pwop
e,t,n,k,v,d,effgtnfcbntbsswgpwopkvd,ffg,fcbn,tbsswg,pwop
e,t,n,n,y,d,exyntnfcbutbsswppwopnyd,xyn,fcbu,tbsswp,pwop
e,t,n,k,y,d,exfetnfcbutbsspgpwopkyd,xfe,fcbu,tbsspg,pwop
e,t,n,n,y,d,exfntnfcbwtbsswppwopnyd,xfn,fcbw,tbsswp,pwop
e,t,n,n,v,d,exfgtnfcbntbsswwpwopnvd,xfg,fcbn,tbssww,pwop
e,t,n,n,v,d,effgtnfcbwtbssgwpwopnvd,ffg,fcbw,tbssgw,pwop
e,t,n,k,y,d,exfntnfcbptbsspgpwopkyd,xfn,fcbp,tbsspg,pwop
e,t,n,n,y,d,exyntnfcbutbsspgpwopnyd,xyn,fcbu,tbsspg,pwop
e,t,n,n,v,d,exfetnfcbptbsswgpwopnvd,xfe,fcbp,tbsswg,pwop
e,t,n,k,y,d,effgtnfcbntbsswgpwopkyd,ffg,fcbn,tbsswg,pwop
e,t,n,k,y,d,exyntnfcbptbsswppwopkyd,xyn,fcbp,tbsswp,pwop
p,f,c,k,v,d,pxspfcfwnnebsswwpwopkvd,xsp,fwnn,ebssww,pwop
e,t,n,k,y,d,efygtnfcbwtbssgwpwopkyd,fyg,fcbw,tbssgw,pwop
e,t,n,n,y,d,effntnfcbptbsswgpwopnyd,ffn,fcbp,tbsswg,pwop
p,t,p,k,s,u,pfsntpfcnpeesswwpwopksu,fsn,fcnp,eessww,pwop
e,t,n,k,y,d,exyntnfcbutbsswgpwopkyd,xyn,fcbu,tbsswg,pwop
e,t,n,k,y,d,exygtnfcbutbssggpwopkyd,xyg,fcbu,tbssgg,pwop
e,t,n,k,v,d,exyetnfcbntbssggpwopkvd,xye,fcbn,tbssgg,pwop
e,t,n,n,v,d,exyetnfcbntbsspwpwopnvd,xye,fcbn,tbsspw,pwop
e,t,n,k,v,d,exyetnfcbptbsswgpwopkvd,xye,fcbp,tbsswg,pwop
e,t,n,n,y,d,exfgtnfcbptbsspgpwopnyd,xfg,fcbp,tbsspg,pwop
e,f,n,k,s,g,efswfnfwbntesswwpwoeksg,fsw,fwbn,tessww,pwoe
e,t,n,n,v,d,exygtnfcbptbsswppwopnvd,xyg,fcbp,tbsswp,pwop
e,f,n,n,s,g,exfnfnfwbptesfwwpwoensg,xfn,fwbp,tesfww,pwoe
e,t,n,n,y,d,exfntnfcbwtbssgppwopnyd,xfn,fcbw,tbssgp,pwop
e,t,n,k,v,d,exygtnfcbptbsspppwopkvd,xyg,fcbp,tbsspp,pwop
e,t,n,n,v,d,exyetnfcbptbsswppwopnvd,xye,fcbp,tbsswp,pwop
e,t,n,k,v,d,exyntnfcbutbssgppwopkvd,xyn,fcbu,tbssgp,pwop
e,t,n,n,v,d,exfgtnfcbwtbsspwpwopnvd,xfg,fcbw,tbsspw,pwop
e,t,n,k,y,d,exfgtnfcbwtbsspwpwopkyd,xfg,fcbw,tbsspw,pwop
e,t,n,k,v,d,exygtnfcbwtbsspgpwopkvd,xyg,fcbw,tbsspg,pwop
e,t,n,n,y,d,exygtnfcbntbsspppwopnyd,xyg,fcbn,tbsspp,pwop
e,t,n,n,v,d,efygtnfcbptbssggpwopnvd,fyg,fcbp,tbssgg,pwop
e,t,n,k,v,d,exfetnfcbptbsswwpwopkvd,xfe,fcbp,tbssww,pwop
e,t,n,k,y,d,exyetnfcbntbssgwpwopkyd,xye,fcbn,tbssgw,pwop
e,t,n,n,v,d,exfntnfcbwtbsspwpwopnvd,xfn,fcbw,tbsspw,pwop
e,t,n,n,y,d,exfntnfcbwtbsspppwopnyd,xfn,fcbw,tbsspp,pwop
e,t,n,k,v,d,effntnfcbntbssggpwopkvd,ffn,fcbn,tbssgg,pwop
e,t,n,n,y,d,effntnfcbptbsspppwopnyd,ffn,fcbp,tbsspp,pwop
e,t,n,n,v,d,exygtnfcbutbsspppwopnvd,xyg,fcbu,tbsspp,pwop
e,t,n,k,y,d,exfetnfcbwtbsswgpwopkyd,xfe,fcbw,tbsswg,pwop
e,t,n,k,v,d,efyntnfcbwtbsspgpwopkvd,fyn,fcbw,tbsspg,pwop
e,t,n,k,v,d,exyetnfcbptbsswwpwopkvd,xye,fcbp,tbssww,pwop
e,t,n,k,y,d,efyntnfcbwtbsswppwopkyd,fyn,fcbw,tbsswp,pwop
e,t,n,k,y,d,exygtnfcbptbsswwpwopkyd,xyg,fcbp,tbssww,pwop
e,t,n,n,v,d,effntnfcbntbsspwpwopnvd,ffn,fcbn,tbsspw,pwop
e,t,n,k,y,d,exygtnfcbwtbssgppwopkyd,xyg,fcbw,tbssgp,pwop
e,t,n,k,v,d,exyetnfcbwtbsspppwopkvd,xye,fcbw,tbsspp,pwop
e,t,n,k,y,d,exyntnfcbptbsswgpwopkyd,xyn,fcbp,tbsswg,pwop
e,t,n,k,y,d,exfgtnfcbwtbsswppwopkyd,xfg,fcbw,tbsswp,pwop
e,t,n,n,y,d,exfetnfcbutbsswgpwopnyd,xfe,fcbu,tbsswg,pwop
e,t,n,k,v,d,exfntnfcbutbsspppwopkvd,xfn,fcbu,tbsspp,pwop
e,t,n,n,y,d,effntnfcbwtbssgwpwopnyd,ffn,fcbw,tbssgw,pwop
e,t,n,n,v,d,efygtnfcbutbsspppwopnvd,fyg,fcbu,tbsspp,pwop
e,t,n,k,v,d,exfntnfcbwtbsspwpwopkvd,xfn,fcbw,tbsspw,pwop
e,t,n,k,y,d,exyetnfcbwtbsspwpwopkyd,xye,fcbw,tbsspw,pwop
e,t,n,k,v,d,effntnfcbwtbsspgpwopkvd,ffn,fcbw,tbsspg,pwop
e,t,n,k,v,d,exyntnfcbwtbssgppwopkvd,xyn,fcbw,tbssgp,pwop
e,t,n,k,y,d,effntnfcbntbsswppwopkyd,ffn,fcbn,tbsswp,pwop
e,t,n,n,y,d,exyetnfcbutbsswgpwopnyd,xye,fcbu,tbsswg,pwop
e,t,n,n,y,d,exyetnfcbutbsspgpwopnyd,xye,fcbu,tbsspg,pwop
e,t,n,n,v,d,exfgtnfcbwtbssggpwopnvd,xfg,fcbw,tbssgg,pwop
e,t,n,n,v,d,exfgtnfcbptbsswppwopnvd,xfg,fcbp,tbsswp,pwop
e,t,n,n,v,d,effetnfcbutbsswppwopnvd,ffe,fcbu,tbsswp,pwop
e,t,n,n,y,d,exfntnfcbwtbsswgpwopnyd,xfn,fcbw,tbsswg,pwop
e,t,n,n,y,d,exyetnfcbntbsspppwopnyd,xye,fcbn,tbsspp,pwop
e,t,n,n,v,d,exygtnfcbutbsspwpwopnvd,xyg,fcbu,tbsspw,pwop
e,t,n,k,y,d,exygtnfcbutbsswppwopkyd,xyg,fcbu,tbsswp,pwop
e,t,n,n,v,d,exfetnfcbutbsspwpwopnvd,xfe,fcbu,tbsspw,pwop
e,t,n,n,v,d,effntnfcbwtbsswwpwopnvd,ffn,fcbw,tbssww,pwop
e,t,n,n,y,d,exyntnfcbptbsspppwopnyd,xyn,fcbp,tbsspp,pwop
e,t,n,k,v,d,exygtnfcbutbssgppwopkvd,xyg,fcbu,tbssgp,pwop
e,f,n,n,s,g,exfwfnfwbhtesfwwpwoensg,xfw,fwbh,tesfww,pwoe
e,t,n,n,y,d,efygtnfcbwtbssggpwopnyd,fyg,fcbw,tbssgg,pwop
e,f,n,n,s,g,efsgfnfwbnteffwwpwoensg,fsg,fwbn,teffww,pwoe
e,t,n,n,y,d,effntnfcbutbssgwpwopnyd,ffn,fcbu,tbssgw,pwop
e,t,n,k,y,d,exyetnfcbwtbsswwpwopkyd,xye,fcbw,tbssww,pwop
p,t,p,n,s,u,pfywtpfcnweesswwpwopnsu,fyw,fcnw,eessww,pwop
e,t,n,k,v,d,exygtnfcbntbsswgpwopkvd,xyg,fcbn,tbsswg,pwop
e,t,n,k,y,d,effntnfcbwtbsswwpwopkyd,ffn,fcbw,tbssww,pwop
e,t,n,n,y,d,exfgtnfcbwtbssggpwopnyd,xfg,fcbw,tbssgg,pwop
e,t,n,k,v,d,exfetnfcbntbsspgpwopkvd,xfe,fcbn,tbsspg,pwop
e,t,n,k,v,d,effgtnfcbntbssgwpwopkvd,ffg,fcbn,tbssgw,pwop
e,t,n,n,y,d,exyntnfcbptbsspgpwopnyd,xyn,fcbp,tbsspg,pwop
e,t,n,k,y,d,exyetnfcbntbsspwpwopkyd,xye,fcbn,tbsspw,pwop
e,t,n,n,v,d,exyntnfcbntbsspgpwopnvd,xyn,fcbn,tbsspg,pwop
e,t,n,n,y,d,exyntnfcbntbsswwpwopnyd,xyn,fcbn,tbssww,pwop
e,t,n,k,y,d,effntnfcbptbssgwpwopkyd,ffn,fcbp,tbssgw,pwop
e,t,n,k,y,d,exygtnfcbutbssgppwopkyd,xyg,fcbu,tbssgp,pwop
e,t,n,k,y,d,exyntnfcbntbsswppwopkyd,xyn,fcbn,tbsswp,pwop
e,t,n,k,v,d,exfetnfcbwtbsswgpwopkvd,xfe,fcbw,tbsswg,pwop
e,t,n,k,y,d,effntnfcbptbsspgpwopkyd,ffn,fcbp,tbsspg,pwop
e,t,n,k,v,d,exfetnfcbntbsswwpwopkvd,xfe,fcbn,tbssww,pwop
e,f,n,n,a,g,efswfnfwbktesswwpwoenag,fsw,fwbk,tessww,pwoe
e,t,n,k,v,d,exyntnfcbntbssgwpwopkvd,xyn,fcbn,tbssgw,pwop
e,t,n,k,y,d,exfgtnfcbwtbssggpwopkyd,xfg,fcbw,tbssgg,pwop
e,t,n,k,y,d,exfntnfcbwtbsspwpwopkyd,xfn,fcbw,tbsspw,pwop
e,t,n,n,y,d,exfetnfcbptbssggpwopnyd,xfe,fcbp,tbssgg,pwop
e,t,n,k,y,d,effntnfcbntbssgppwopkyd,ffn,fcbn,tbssgp,pwop
e,t,n,n,v,d,exfntnfcbutbsswppwopnvd,xfn,fcbu,tbsswp,pwop
e,t,n,n,y,d,exyntnfcbptbsswgpwopnyd,xyn,fcbp,tbsswg,pwop
p,t,p,n,v,u,pfswtpfcnweesswwpwopnvu,fsw,fcnw,eessww,pwop
e,t,n,k,v,d,exfgtnfcbwtbssggpwopkvd,xfg,fcbw,tbssgg,pwop
e,f,n,k,s,g,efswfnfwbktesswwpwoeksg,fsw,fwbk,tessww,pwoe
e,f,n,n,s,g,exsgfnfwbptesfwwpwoensg,xsg,fwbp,tesfww,pwoe
e,t,n,k,v,d,exfgtnfcbptbsspgpwopkvd,xfg,fcbp,tbsspg,pwop
e,t,n,k,y,d,effntnfcbntbsspgpwopkyd,ffn,fcbn,tbsspg,pwop
e,t,n,k,v,d,exfetnfcbntbssggpwopkvd,xfe,fcbn,tbssgg,pwop
e,t,n,k,v,d,exygtnfcbntbsspgpwopkvd,xyg,fcbn,tbsspg,pwop
e,t,n,k,y,d,effntnfcbutbsswgpwopkyd,ffn,fcbu,tbsswg,pwop
e,t,n,n,v,d,exfntnfcbwtbsspppwopnvd,xfn,fcbw,tbsspp,pwop
p,f,f,h,y,d,pxfgfffcbhebkknnpwolhyd,xfg,fcbh,ebkknn,pwol
e,t,n,k,y,d,exyetnfcbwtbssggpwopkyd,xye,fcbw,tbssgg,pwop
e,f,n,k,a,g,exfnfnfwbhtesswwpwoekag,xfn,fwbh,tessww,pwoe
p,t,p,n,v,g,pxswtpfcnneesswwpwopnvg,xsw,fcnn,eessww,pwop
e,t,n,n,y,d,exygtnfcbptbsspppwopnyd,xyg,fcbp,tbsspp,pwop
e,t,n,n,v,d,effntnfcbntbsswwpwopnvd,ffn,fcbn,tbssww,pwop
e,t,n,k,y,d,exfntnfcbptbssgppwopkyd,xfn,fcbp,tbssgp,pwop
e,t,n,k,v,d,exygtnfcbutbsspwpwopkvd,xyg,fcbu,tbsspw,pwop
e,t,n,k,v,d,exygtnfcbwtbsspppwopkvd,xyg,fcbw,tbsspp,pwop
e,t,n,n,v,d,effntnfcbutbsspppwopnvd,ffn,fcbu,tbsspp,pwop
e,t,n,k,y,d,effntnfcbutbssgwpwopkyd,ffn,fcbu,tbssgw,pwop
e,t,n,k,v,d,exfgtnfcbutbsswgpwopkvd,xfg,fcbu,tbsswg,pwop
e,t,n,n,y,d,effgtnfcbntbssgppwopnyd,ffg,fcbn,tbssgp,pwop
e,t,n,n,y,d,exyetnfcbutbssggpwopnyd,xye,fcbu,tbssgg,pwop
e,t,n,k,y,d,exfetnfcbntbsswwpwopkyd,xfe,fcbn,tbssww,pwop
p,t,p,k,v,g,pxswtpfcnneesswwpwopkvg,xsw,fcnn,eessww,pwop
e,t,n,k,v,d,effgtnfcbntbsswwpwopkvd,ffg,fcbn,tbssww,pwop
e,t,n,k,v,d,exfgtnfcbptbssgppwopkvd,xfg,fcbp,tbssgp,pwop
e,t,n,k,v,d,efyetnfcbwtbsswppwopkvd,fye,fcbw,tbsswp,pwop
e,t,n,k,v,d,efygtnfcbptbsspppwopkvd,fyg,fcbp,tbsspp,pwop
e,t,n,n,v,d,exyntnfcbwtbsswwpwopnvd,xyn,fcbw,tbssww,pwop
e,t,n,n,y,d,exyetnfcbwtbssgwpwopnyd,xye,fcbw,tbssgw,pwop
e,t,n,n,y,d,exfetnfcbwtbsswwpwopnyd,xfe,fcbw,tbssww,pwop
e,t,n,k,y,d,exyetnfcbwtbssgwpwopkyd,xye,fcbw,tbssgw,pwop
e,t,n,n,y,d,effgtnfcbntbsspgpwopnyd,ffg,fcbn,tbsspg,pwop
e,t,n,k,v,d,exfgtnfcbptbsswwpwopkvd,xfg,fcbp,tbssww,pwop
e,t,n,n,v,d,effntnfcbptbsswppwopnvd,ffn,fcbp,tbsswp,pwop
e,t,n,n,v,d,exyntnfcbptbsspppwopnvd,xyn,fcbp,tbsspp,pwop
e,t,n,k,v,d,exygtnfcbntbsspppwopkvd,xyg,fcbn,tbsspp,pwop
e,t,n,n,v,d,exfgtnfcbutbsspppwopnvd,xfg,fcbu,tbsspp,pwop
e,t,n,k,y,d,exyntnfcbptbsspppwopkyd,xyn,fcbp,tbsspp,pwop
e,t,n,n,v,d,effntnfcbwtbssgppwopnvd,ffn,fcbw,tbssgp,pwop
e,t,n,k,y,d,exyntnfcbutbssgwpwopkyd,xyn,fcbu,tbssgw,pwop
e,t,n,k,y,d,exyntnfcbptbsspgpwopkyd,xyn,fcbp,tbsspg,pwop
e,t,n,k,v,d,effntnfcbptbsspgpwopkvd,ffn,fcbp,tbsspg,pwop
e,t,n,n,y,d,exfntnfcbutbsspgpwopnyd,xfn,fcbu,tbsspg,pwop
e,t,n,n,v,d,exfntnfcbptbssgwpwopnvd,xfn,fcbp,tbssgw,pwop
e,t,n,k,y,d,exyntnfcbptbssgppwopkyd,xyn,fcbp,tbssgp,pwop
e,t,n,n,y,d,effgtnfcbntbsspppwopnyd,ffg,fcbn,tbsspp,pwop
e,t,n,n,y,d,exfetnfcbutbsswwpwopnyd,xfe,fcbu,tbssww,pwop
e,t,n,n,v,d,effntnfcbptbssggpwopnvd,ffn,fcbp,tbssgg,pwop
p,f,c,k,v,d,pxspfcfcngebsswwpwopkvd,xsp,fcng,ebssww,pwop
e,t,n,n,y,d,exfetnfcbutbsspppwopnyd,xfe,fcbu,tbsspp,pwop
e,t,n,k,y,d,effntnfcbwtbsspgpwopkyd,ffn,fcbw,tbsspg,pwop
e,t,n,k,y,d,exfntnfcbwtbsspppwopkyd,xfn,fcbw,tbsspp,pwop
e,t,n,n,v,d,effetnfcbutbsspgpwopnvd,ffe,fcbu,tbsspg,pwop
e,t,n,k,y,d,exyetnfcbntbsswgpwopkyd,xye,fcbn,tbsswg,pwop
e,t,n,n,y,d,exfgtnfcbwtbsswgpwopnyd,xfg,fcbw,tbsswg,pwop
e,t,n,n,y,d,exfgtnfcbntbsspwpwopnyd,xfg,fcbn,tbsspw,pwop
e,t,n,k,v,d,exfgtnfcbptbssgwpwopkvd,xfg,fcbp,tbssgw,pwop
e,t,n,n,y,d,exfgtnfcbutbsspgpwopnyd,xfg,fcbu,tbsspg,pwop
e,t,n,n,y,d,effgtnfcbptbsswgpwopnyd,ffg,fcbp,tbsswg,pwop
e,t,n,n,v,d,exfetnfcbutbsswgpwopnvd,xfe,fcbu,tbsswg,pwop
e,t,n,k,y,d,efyntnfcbptbsspgpwopkyd,fyn,fcbp,tbsspg,pwop
e,t,n,k,v,d,efyetnfcbutbssgwpwopkvd,fye,fcbu,tbssgw,pwop
e,t,n,n,y,d,exygtnfcbutbsswwpwopnyd,xyg,fcbu,tbssww,pwop
e,t,n,k,y,d,exygtnfcbwtbsspppwopkyd,xyg,fcbw,tbsspp,pwop
e,t,n,k,y,d,exfgtnfcbntbsspwpwopkyd,xfg,fcbn,tbsspw,pwop
p,f,f,h,y,g,pxfgfffcbhebkkbbpwolhyg,xfg,fcbh,ebkkbb,pwol
e,t,n,k,v,d,exyntnfcbutbsswppwopkvd,xyn,fcbu,tbsswp,pwop
e,t,n,n,y,d,exyetnfcbptbssgppwopnyd,xye,fcbp,tbssgp,pwop
e,t,n,k,v,d,exfntnfcbwtbsspgpwopkvd,xfn,fcbw,tbsspg,pwop
e,t,n,n,y,d,effntnfcbptbsswwpwopnyd,ffn,fcbp,tbssww,pwop
e,t,n,k,v,d,effntnfcbptbsspwpwopkvd,ffn,fcbp,tbsspw,pwop
e,t,n,k,y,d,effgtnfcbntbsswwpwopkyd,ffg,fcbn,tbssww,pwop
e,t,n,n,y,d,effgtnfcbptbsspwpwopnyd,ffg,fcbp,tbsspw,pwop
e,t,n,n,y,d,exygtnfcbwtbsspppwopnyd,xyg,fcbw,tbsspp,pwop
e,f,n,n,a,g,exfgfnfwbktesfwwpwoenag,xfg,fwbk,tesfww,pwoe
e,t,n,k,y,d,exygtnfcbntbsswwpwopkyd,xyg,fcbn,tbssww,pwop
e,t,n,k,y,d,exfetnfcbptbsswppwopkyd,xfe,fcbp,tbsswp,pwop
e,t,n,k,v,d,effntnfcbptbsspppwopkvd,ffn,fcbp,tbsspp,pwop
e,t,n,n,y,d,exyetnfcbntbssgwpwopnyd,xye,fcbn,tbssgw,pwop
e,t,n,n,v,d,exfgtnfcbptbsswwpwopnvd,xfg,fcbp,tbssww,pwop
e,t,n,k,y,d,exfntnfcbptbssggpwopkyd,xfn,fcbp,tbssgg,pwop
e,t,n,n,v,d,exyetnfcbwtbsswppwopnvd,xye,fcbw,tbsswp,pwop
e,t,n,k,v,d,exfntnfcbwtbsswppwopkvd,xfn,fcbw,tbsswp,pwop
e,t,n,k,y,d,effgtnfcbptbsswwpwopkyd,ffg,fcbp,tbssww,pwop
e,t,n,k,y,d,exygtnfcbntbssgwpwopkyd,xyg,fcbn,tbssgw,pwop
e,t,n,k,v,d,exygtnfcbutbsswppwopkvd,xyg,fcbu,tbsswp,pwop
e,t,n,n,y,d,effntnfcbutbsspwpwopnyd,ffn,fcbu,tbsspw,pwop
e,t,n,k,v,d,exfgtnfcbptbssggpwopkvd,xfg,fcbp,tbssgg,pwop
e,t,n,n,v,d,effntnfcbptbssgppwopnvd,ffn,fcbp,tbssgp,pwop
e,t,n,k,v,d,exyetnfcbptbsspwpwopkvd,xye,fcbp,tbsspw,pwop
e,t,n,k,y,d,exfntnfcbutbsspppwopkyd,xfn,fcbu,tbsspp,pwop
e,t,n,k,v,d,exygtnfcbwtbssgppwopkvd,xyg,fcbw,tbssgp,pwop
e,t,n,k,v,d,effgtnfcbptbsswgpwopkvd,ffg,fcbp,tbsswg,pwop
e,t,n,n,v,d,exfgtnfcbptbsswgpwopnvd,xfg,fcbp,tbsswg,pwop
